F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
-36.47,12.08,1.11,Low,Rest,0.09,-241.3,119.72,-9.44,10,7.32,8,-461.04,5.41,22541.72,-323.88,1497.56
-25.85,9.78,-20.79,Medium,UK,33.48,-151.36,81.52,-11.64,10,15.63,12,1092.72,7.59,13419.92,-544.84,1266.99
-2.47,16.92,-3.69,Medium,USA,7.47,-187.74,44.34,-14.78,12,6.12,10,255.03,14.05,19921.91,-814.11,0
-29.64,11.94,-11.85,Low,Rest,0.06,-307.66,82.13,-22.74,4,14.91,4,2136.6,12.91,11069.68,-1007.33,2280.15
-56.22,6,-13.62,Low,Europe,1.53,-249.28,89.21,-13.42,6,3.63,0,-527.61,17.93,13454.56,-1193.5,0
-18.88,11.04,-22.74,Low,UK,0.06,-36.12,54.82,-13.68,10,19.65,4,-115.89,13.43,19301.23,-529.04,0
-36.96,3.92,-2.1,Medium,Europe,0.24,-199.82,137.32,-12.32,6,15.3,6,556.02,11.57,18541.32,-1334.01,324.59
-18.04,0.94,-4.62,Very low,USA,0.27,-228.04,86.41,-28.48,4,0.99,10,1914.6,10.13,12988.88,-693.11,0
8.24,9.68,-13.71,Very low,UK,0,-25.2,118.8,-21.62,18,12.57,12,-582.63,11.61,14544.65,-579.99,145.49
29.91,2.28,-10.83,High,Rest,4.32,-129.16,83.12,-11.04,4,34.29,2,97.56,15.24,15192.87,-786.67,1433.63
34.67,2.08,-15.72,Low,USA,116.22,-221.66,94.95,-6.04,12,9.48,8,794.16,17.52,16187.38,-636.66,0
-52.96,6.74,0.81,High,UK,0.06,-223.44,99.98,-14.1,6,8.25,8,1124.25,12.58,9974.96,-110.91,1685.51
-30.96,4.8,-12.15,Very high,Rest,1.92,-81.98,114.94,-22.14,10,20.22,6,-885.78,10.9,16321.33,-634.56,1082.19
-6.48,19.02,0.33,High,Rest,0.12,-141.4,99.8,-21.48,6,24.93,10,109.02,11.84,12504.38,-687.23,3759.64
-39.57,14.5,7.59,Low,USA,0.18,-166.92,99.93,-17,8,3.18,6,-72.42,14.04,16561.97,-1144.66,0
-33.97,1.98,-7.56,Low,Rest,4.38,-189.2,106.41,-7.26,8,11.22,6,231.69,11.72,8647.59,-1129.55,0
-43.38,2.96,-7.44,Very high,Europe,0.93,-274.8,79.42,-5,14,4.17,8,1502.16,16.51,16810.33,-584.68,75.34
4.93,1.68,5.07,Very high,UK,2.07,-63.46,100.42,-25.9,12,10.8,10,-723.06,13.11,14239,-479.46,197.09
-24.67,6.54,7.17,Very low,Rest,107.52,-120.94,102.72,-13.86,4,8.07,4,660.78,10.94,15393.17,-1074.21,0
-16.88,12.46,2.64,Very low,Rest,0.15,-208.28,149.49,-15.62,6,17.58,10,-433.29,14.48,15315.73,-812.35,3342.88
-5.92,9.62,-4.92,Very high,Rest,2.13,-167.18,121.74,-9.7,2,9.9,6,1303.86,22.02,16319.21,-440.64,3746.13
-25.92,2.7,-6.84,High,UK,0.39,-128.98,108.96,-8.92,6,26.88,16,1035.84,16.56,13152.95,-893.9,2128.83
-20.96,7.42,-6.27,Very low,USA,19.77,-222.62,35.9,-8.86,8,11.22,12,378.27,14.34,20901.41,-849.18,0
5.97,2.3,2.04,Very high,USA,1.74,-210.24,88.56,-14.86,6,9.69,8,205.32,14.1,10085.22,-1506.74,0
-17.06,18.76,13.8,High,UK,3047.19,-176.08,104.93,-4.92,8,19.38,14,1073.67,7.83,22799.77,-599.32,2864.75
13.37,7.16,-6.15,Very high,USA,43.23,-186.36,52.98,-11.58,12,22.02,8,1604.61,14.48,17310.16,-718.38,1122.22
-5.92,2.04,-2.67,Low,Europe,4.65,-218.96,64.03,-14.7,2,5.46,8,1200.57,11.64,22945.86,-595.43,64.44
-20.17,3.94,-15.51,High,Europe,0.09,-292.78,85.36,-12.02,10,10.71,10,-273,20.91,7589.89,-1107.86,0
-14.03,22.16,-12.84,High,Europe,3.03,-110.62,96.84,-20.84,8,17.37,12,639.51,13.76,18296.54,-680.79,1645.33
-64.18,3.52,10.38,High,Rest,12.15,-211.14,90.39,-8.18,8,9.27,8,111.78,13.39,16908.22,-1508.61,0
31.49,12.86,-11.19,High,UK,0.51,-202.12,96.13,-19.36,2,1.11,12,-695.22,13.54,13329.73,-635.72,1140.17
2.88,3.58,-24.72,Medium,Rest,0.24,-177.98,79.71,-24.78,4,16.95,2,-804.45,13.2,12066.74,-950.04,0
-1.24,4.08,-20.61,Very low,UK,366.03,-208.2,57.92,-11.08,2,10.71,4,-1056.18,8.71,6892.23,-718.17,0
-19.42,19.88,-7.68,High,UK,0,-201.68,142.45,-11.82,4,0.84,6,123.81,8.89,13863.02,-527.68,2300.05
-45.75,6.86,-8.73,Very low,UK,0,-236.7,111.79,-3.34,8,12.12,10,-323.85,13.84,12156.5,-833.93,287.98
10.06,3,-21.72,Medium,Rest,5.97,-152.74,89.55,-19.2,8,2.31,8,-0.27,14.22,15193.4,-739.27,0
-4.47,0.5,4.56,High,USA,1.29,-102.82,98.65,-16.14,18,16.47,6,1834.44,7.81,12647.05,-1221.56,0
63.53,3.18,-14.19,Very low,UK,1.86,-212.16,159.54,-20.96,4,12.18,4,1171.92,16.48,12864.83,-741.39,1321.95
50.4,20.94,6.69,Low,USA,5.85,-97.32,75.84,-1.54,10,6.3,12,-659.01,20.46,8508.05,-537.08,932.19
26.73,8.24,-24.51,Very high,USA,0.3,-136.18,72.79,-10.9,10,2.01,4,418.47,12.49,15330.04,-258.21,0
-36.74,7.36,-12,Very high,Rest,0.45,-175.64,146.23,-6.56,8,11.88,6,981.42,14.01,17058.7,-449.44,3684.1
-4.62,14.14,-20.16,High,USA,0,-165.46,165.25,-14.02,16,5.37,8,571.53,13.41,15574.08,-873.92,2319.48
39.45,9.04,-11.31,High,USA,1.29,-233.84,65.42,-10.2,12,7.17,12,-608.31,15.37,11086.15,-587.76,0
-45.52,8.3,-6.93,High,Rest,1.02,-160.9,59.8,-10.54,6,25.38,10,1873.44,12.53,20034.34,-390.07,3635.12
-62.08,12.66,-4.08,Medium,UK,0,-222.2,75.96,-10.52,10,12,12,1592.19,14.47,15606.13,-966.87,1096.39
-6.31,9.76,-5.61,Very low,USA,3.06,-181.88,87.76,-14.8,14,14.79,10,-400.8,13.48,19044.5,-1001.53,0
25.28,5.08,-26.97,Medium,Europe,0.12,-171.6,108.89,-3,8,4.74,8,1049.52,19.17,15845.53,-973.98,174.76
-55.45,0.96,1.86,High,UK,0.09,-195.98,82.9,-15.86,2,20.82,6,223.11,14.99,13335.06,-940.75,549.05
-32.61,6.5,-9.15,Medium,Rest,18.81,-149.2,88.71,-9.44,4,10.29,12,72.72,17.43,24177.33,-677.77,1398.09
9.45,8.56,-18.18,Very high,UK,2.52,-204.32,78.9,-7.98,6,23.19,6,-444.66,12.72,16956,-1065.62,621.94
45.28,7.28,-10.62,Low,Rest,7.11,-352.1,109.29,-1.2,8,6.3,8,520.17,12.31,17464.84,-252.66,1512.03
23.61,13.98,-2.49,Very low,UK,0.72,91.66,104.62,-11.32,10,1.71,10,1038.75,15.46,9747.8,-348.85,1052.74
-6.38,1.84,-16.44,Low,UK,0,-214.56,111.24,-7.48,10,4.02,10,90.96,15.63,14473.97,-519.74,45.65
-11.68,9.28,-4.05,Medium,Rest,2.13,-56.38,72.22,-15.32,4,4.77,10,244.95,13.56,15081.12,-1065.14,86.56
-22.45,2.74,-11.7,Low,USA,3.66,-161.16,93.07,-14.88,8,6.51,8,333,16.65,10059.3,-707.43,0
-12.36,9.22,-7.71,Medium,Europe,67.65,-445.82,97.32,-13.78,8,16.47,6,-263.7,16.93,13156.46,-733.78,236.97
-6.34,16.4,-7.83,Medium,Europe,0,-182.44,83.06,-8.4,14,22.65,6,464.01,12.46,16784.59,-602.14,554.61
-16.8,15.9,-18.27,Medium,Rest,42.96,-180.8,105.76,-17.16,12,11.94,10,-255.42,14.02,14579.77,-983.69,1077.35
-34.7,6.54,-4.68,Medium,Europe,4.56,-83.04,109.53,-25.12,6,5.85,4,1378.23,13.54,26159.12,-836.3,300.75
-23.09,4,-9.99,Medium,Rest,39.39,-281.54,90.79,-28.82,4,6.51,8,414.75,12.06,14459.3,-1095.83,0
-36.31,2.44,-31.32,High,UK,0.09,-140.06,141.21,-15.58,6,16.47,12,2243.52,17,14439.87,-819.88,2468.4
1.66,6.08,-16.32,Low,UK,0.3,-123.9,79.56,-18.5,4,9.99,8,-303.45,11.41,10495.53,-1060.01,0
-35,0.54,-15.78,Very high,USA,1204.32,-264.74,77.73,-7.54,6,16.2,8,923.04,19.04,13803.22,-899.3,362.25
-46.97,15.66,-7.5,Medium,UK,0.27,-222.16,113.57,-9.14,6,15.69,12,1039.56,12.93,17832.7,-717.76,2391.99
-35.71,4.42,-0.27,Very low,USA,0,-180.84,176.48,-8.54,12,4.02,16,-600.81,13.21,23004.46,-420.92,1909.21
-7.5,1.66,-5.88,High,Rest,0.21,-170.62,161.77,-17.68,10,10.5,10,-1247.76,5.94,12866.43,-947.8,647.83
-56.08,10.46,0.42,High,UK,0.3,-206.32,69.09,-26.38,12,6,12,1044.09,16.88,16891.07,-619.96,668.66
-50.66,10.94,1.23,Very low,UK,0.06,-129.42,103.19,-7.8,4,6.96,8,1859.58,15.71,17808.1,-391.73,1644.84
31.12,9.92,-16.98,Very high,USA,8675.76,-191.66,83.37,-6.16,12,8.13,10,1206.9,18.77,17091.39,-823.71,1042.25
-76.94,8.34,-1.29,High,Rest,13.17,-105.18,78.41,-19.12,10,17.07,12,1074.54,7.97,14772.86,-692.51,2459.82
-36.29,26.68,-1.38,High,Rest,0.36,-110.38,126.56,-10.96,12,45.78,8,24.42,14.28,14717.56,-757.07,3798.89
-27.87,23.66,-26.61,Medium,UK,0.57,-181.06,138.89,-10.86,10,2.43,10,1850.16,15.99,17359.24,-689.61,2731.66
-25.9,14.06,-12.57,Very high,USA,1.89,-287.74,118.29,-18.44,4,10.62,10,815.43,13.25,16214.99,-831.31,2834.49
-62.54,5.72,-13.71,Medium,Rest,0.03,-160.76,96.37,-18.12,8,5.28,14,367.83,16.98,13127.3,-1240.78,128.76
-55.15,4.88,-22.92,High,Rest,0.24,-249.98,120.95,-11.46,8,37.5,12,-280.23,12.27,9890.68,-255.6,3767.15
-8.55,1.56,-23.52,High,USA,5.67,-166.76,113.66,1.88,6,10.68,10,1550.79,13.17,2366.85,-790.91,1986.75
-38.44,7.28,8.97,Very high,USA,14.82,-195.26,96.49,-14.46,8,5.49,2,-180.36,17.58,13340.76,-239.97,312.47
-61.88,9.12,-21.45,Low,Rest,27.54,-153.82,79.98,-15.32,10,16.14,4,278.31,21.53,12293.98,-705.54,0
-50.06,8.22,-5.61,Medium,USA,0.03,-161.9,103.36,-20.46,6,5.79,4,132.36,20.14,14722.68,-827.1,0
-11.69,4.32,1.11,Medium,USA,1.77,-217.46,108.1,-7.78,4,19.23,6,-500.49,18.36,16047.42,-940.01,385.45
31.75,37.24,-19.05,Medium,Rest,1.8,-195.58,141.16,-13.88,6,2.79,12,-477.42,16.24,16821.2,-1173.36,3785.83
-33.3,13.32,0.75,Very low,USA,0,-101.24,103.1,-18.4,16,1.86,6,-2138.01,15.51,13759.38,-1069.1,0
36.39,3.86,-9.36,Very high,Rest,0.03,-270.64,89.57,-14.5,4,2.37,8,-25.08,12.83,2285.66,-715.42,353.95
1.73,17.28,-21.18,Medium,Europe,38.4,-69.46,46.55,-18.86,10,16.86,6,2135.19,18.08,15760.81,-394.82,753.15
21.27,9.78,8.67,Very low,Europe,2.55,-94.46,105.36,-8.16,8,18.12,8,612.57,16.25,9692.01,-773.99,423.69
57,6.02,-2.16,Very low,Europe,1.35,-233.74,81.11,-20.96,10,2.4,6,118.23,11.47,4000.95,-37.54,0
46.64,8.68,-9.72,High,USA,115.14,-176.1,102.37,-17.64,10,7.14,16,-514.29,14.68,14174.15,-654.91,1227.62
46.42,1.02,-24.45,Very high,Rest,0.36,-139.46,57.14,-14.52,6,6.99,14,615.87,14.89,13196.48,-758.32,246
7.86,1.58,-7.74,Low,UK,1.65,-182.44,54.65,-10.94,10,23.13,10,1020.87,14.58,15844.38,-322.34,415.11
-20.14,15.26,-10.53,Very low,Europe,0.09,-318.86,108.18,-26.32,12,11.25,6,886.47,10.85,15561.17,-588.07,434.07
-0.55,3.14,-14.52,High,Europe,0,-138.6,108.89,-11.28,12,17.19,6,250.65,14.83,15376.27,-799.98,167.75
-45.75,11.18,-17.34,Low,Europe,72.3,-170.58,101.09,-15.6,6,20.55,20,651.81,11.97,15252.99,-1239.99,1006.84
-23.89,23.9,3.27,Very high,Europe,2.04,-168.68,136.66,-24.62,10,31.65,10,1872.9,20.64,16354.92,-820.54,3178.14
29.36,13.12,3.93,Low,USA,28.11,-109.1,130.82,-26.56,6,9.33,2,1229.88,15.39,20295.31,-496.17,2379.75
17.11,7.5,2.07,Low,UK,0.36,-108.32,103.01,-22.12,12,7.8,6,825.57,15.16,12160.18,-541.99,289.89
-6.56,7.06,-9.75,High,UK,0.06,-324.18,70.08,-13.2,8,6.81,10,144.54,14.97,15674.77,-835.51,85.51
6.73,10.26,-15.45,Medium,UK,11.91,-221.48,68.76,-17.14,12,8.76,6,-716.61,15.53,14906.69,-506.1,0
-21.5,27.2,-14.16,Low,Rest,76.68,-75.16,110.3,-10.76,8,6,2,-182.46,14.36,10748.57,-563.25,2831.17
13.63,6,-19.95,Medium,Europe,1.41,-383.02,18.03,-25.62,10,10.68,8,-1392.42,14.83,21223.47,-1156.4,0
-22.89,3.66,-7.05,High,Europe,0.93,-179.36,126.92,-16.96,14,13.62,12,-177.54,18.03,15980.13,-757.27,306.95
-36.16,34.76,-17.16,Very high,Europe,1.38,-146.84,122.27,-20.58,6,21.12,4,-253.71,7.76,12470.4,216.55,3293.38
-19.82,5.4,-6.12,Low,UK,43.8,-204.92,148.27,-16.02,8,6.03,0,748.26,14.11,12492.91,307.04,1409.08
-24.56,22.48,-10.5,Very high,UK,390.39,-86.44,96.65,-19.86,10,0.42,4,1504.74,14.06,14613.97,-1115.91,1218.48
-27.28,0.78,-15.42,Very high,Europe,4.47,-246.74,135.46,-21.46,8,16.32,4,-903.69,14.48,17996.35,-1203.8,48.03
-84.69,11.72,-20.64,Very high,USA,0.12,-283.98,106.06,-7.64,6,26.94,6,-1433.94,15.55,12803.12,-738.91,2156.31
8.26,1.4,-12.27,Very high,Rest,0,-143.36,115.3,-17.34,10,10.41,4,201.93,13.19,17524.04,-867.57,123.15
4.58,4.94,-5.22,Very high,USA,0.24,-10.94,56.99,-18,8,6.03,8,473.01,20.92,10645.21,-1124.88,0
29.3,6.1,-8.28,Very low,Rest,0.45,-271.9,42.6,-15.56,8,21.75,4,-554.46,14.57,11203.12,-611.9,0
15.15,1.46,-6.57,Low,Europe,5.88,-221.52,79.08,-19.84,0,3.48,12,1240.62,16.96,19835.12,-826.87,211.74
-57.77,2.46,-14.94,Low,Rest,6.93,-94.26,40.44,-13.14,10,11.07,4,186.57,12.98,11096.05,-602.27,0
16.79,3.76,-1.08,Very low,USA,0.15,-93.14,111.32,-11.88,8,11.61,10,1137.72,13.42,14613.14,-464.98,1312.62
-25.92,13.8,-15.39,Very high,USA,0.06,-162.8,91.96,-12.38,10,10.38,4,733.44,22.19,14168.96,-149.08,2369.37
27.69,14.86,-11.37,Very high,USA,61.8,-59,51.81,-11.42,8,2.64,14,-861.33,17.25,14840.53,-652.48,73.93
-84.34,3.18,-4.59,High,Rest,5.61,-137.26,88.15,-18,10,0.81,12,128.7,15.66,10672.92,-897.45,0
-42.87,9.24,-13.08,High,UK,42.3,-200.78,48.49,-10.36,10,4.83,4,-875.37,16.34,15856.91,-856.26,0
-12.87,9.34,-0.81,High,USA,2.94,-275.7,91.54,-18.22,8,9.84,12,-1072.47,14.51,19306.49,-794.78,163.9
-21.16,9.54,1.2,Medium,USA,171.57,-194.76,70.03,-19.12,4,3.78,8,950.91,14.86,13575.55,-305.57,1220.29
0.63,4.12,2.94,Very low,Rest,1.74,-241.88,93.76,-17.86,12,6.63,6,-229.53,13.65,13140.54,-171.88,0
-35.46,5.12,-7.86,Low,Europe,0.27,-117.08,92.81,-16.9,6,10.35,16,1400.79,14.14,17884.07,-100.06,1067.85
-14.27,5.88,-15.45,High,Rest,1000.38,-117.88,88.88,-19.7,8,7.59,8,1263.69,16.82,14728.85,-322.85,2006.96
13.48,1.7,-25.95,Medium,Europe,143.64,-239.16,57.19,-19.82,10,7.14,14,-1094.97,9.2,7920.45,-451.16,0
-57.74,7.4,-6,Low,Rest,58.56,-175.06,116,-12.76,6,4.8,10,-968.55,14.52,13312.68,-1122.95,0
-66.65,5.4,-27.96,Medium,UK,0.06,-178.8,64.46,-17.52,10,10.2,12,957.9,15.21,22703.39,-811.72,172.5
-35.4,7.3,-3.3,Very low,UK,0.75,-95.94,84.41,-12.18,10,8.67,10,872.37,9.08,18467.7,-1150.84,0
-18,14.44,2.88,Very high,UK,2.22,-204.28,98.99,-22.1,4,9.9,6,680.85,18.14,15272.5,-342.06,2087.98
-5.22,11.22,2.37,High,USA,0.51,-141.28,116.15,-19.6,6,19.38,2,1033.08,21.58,16893.68,-686.42,2546.13
14.78,7.88,-6.81,Low,Rest,0.96,-199.3,104.06,-22.34,2,5.76,4,1586.25,18.11,15219.83,-820.65,1563.3
-42.93,7.14,-17.01,Very high,Europe,0.03,-238.84,119.33,-19.8,8,4.89,6,-485.52,19.97,11784.66,-601.96,312.71
-24.36,12.02,-11.7,Very high,Rest,9.12,-333.12,84.31,-12.82,4,2.94,4,287.16,12.42,18452.7,-288.76,2176.51
19.4,5.78,-5.28,Very low,Rest,12.27,-113.72,162.03,-18.38,10,12.9,10,-286.86,15.49,14190.29,-971.71,1135.27
-35.92,11.26,-10.53,Low,UK,160.11,-273.42,53.14,-9.76,14,29.1,4,1899.18,12.37,21689.38,-610.26,683.84
-11.32,10.42,-19.86,Medium,Rest,11.61,-103.44,72.47,-15.32,4,4.56,12,-227.16,15.39,23897.53,-862.74,304.96
5.95,2.96,-3.84,Very high,UK,6.12,-240.66,44.8,-20.02,12,8.19,8,1740.18,11.76,14807.68,-1320.13,0
34.8,9.16,-10.2,Low,Rest,136.86,-138.56,117.34,-8.62,14,3.93,6,1326.48,12.63,13755.15,-732.16,274.45
-43.28,9.82,11.04,Very low,Europe,27.45,-125.34,104.85,-15.02,12,16.65,16,-255.87,10.97,13967.42,-693.95,373.56
-37.13,16.76,-7.62,Very low,Rest,0.81,-139.1,146.38,-13.22,8,1.8,4,-281.79,11.9,14704.13,-1150.07,418.84
-7.35,6.68,0.45,Medium,USA,0.18,-120.68,91.13,-10.5,0,6.42,2,156.36,12.9,13993.48,-1385.01,0
-42.52,8.2,-1.74,Low,Europe,1.26,-216.22,105.71,-21.4,4,14.76,2,-273.93,13.05,15306.29,-475.82,282.5
-69.47,11,-21.63,Very high,USA,0.96,-284.24,129.21,-12.38,4,13.74,6,-429.96,15.65,16321.57,-690.74,2533.83
41.4,0.74,0.75,Very low,USA,4.98,-201.18,59.82,-17.82,12,7.14,8,1653.3,11.33,16259.25,-294.13,0
-13.32,9.72,-1.32,High,UK,1.83,-180.58,84.88,-16.34,8,4.59,8,1192.83,15.11,14223.71,-1127.33,413.52
26.66,7.88,-24.12,Very low,UK,0.12,-224.24,102.64,-15.34,4,3.66,6,-306.51,14.56,15790.56,-716.61,0
-16.71,14.38,-10.53,Low,Rest,560.19,-100.82,64.19,-9.76,4,9.72,8,1091.91,19.9,19234.38,-185.17,2864.08
21.52,6.82,1.95,Low,UK,3.87,-177.38,147.37,-20.32,8,1.5,14,-890.07,6.31,15726.47,-880.34,567.82
-5.61,9.64,5.28,Very low,Rest,0.66,-145.1,80.94,-9.7,8,1.5,6,142.68,16.73,14040.5,-1222.22,0
-28.53,9.98,-11.16,Very low,UK,65.1,-185.08,116.56,-20,4,19.95,6,1284.6,17.92,18943.7,-598.73,1743.61
-19.24,9.94,-12.54,Very low,Europe,0.03,-220.58,73.14,-17.16,8,24.57,0,-31.53,17.38,11863.4,-905.17,0
11.75,6.92,2.4,Very low,UK,0.63,-170.44,64.47,-16.54,4,4.35,12,1506.09,15.61,9763.53,-214.27,886.17
-72.88,13.78,5.73,Very high,Europe,0.42,-184.26,97.61,-24.62,6,23.85,4,1790.1,15.08,13440.73,76.52,2184.98
-16.57,6.68,-9.39,Medium,USA,78.24,-175.06,51.2,-19.74,10,11.85,10,1375.8,15.13,10229.55,-109.17,908.9
-47.42,9.68,-19.29,High,USA,59.67,-139.44,81,-17.42,0,2.76,12,1386.03,12.57,21416.58,-752.05,2357.85
-22.04,3.34,-4.32,Medium,Europe,42.72,-161.62,45.99,-9.74,8,7.98,8,110.85,12.38,15025.65,-878.3,0
-45.62,12.04,-16.29,Very high,Europe,0.24,-152.74,69.59,-15.24,12,25.89,8,-581.88,9.1,14214.27,-813.06,330.18
-37.7,8.22,-10.56,Very high,Rest,21.99,-109.18,77.69,-14.42,6,32.82,8,1169.13,12.24,14645,-418.73,3734.99
-57.13,19.12,-23.73,Very high,Europe,52.14,-205.18,122.03,-19.18,8,14.01,12,-372.18,13.7,18804.54,-936.11,1281.85
19.08,1.2,-29.67,Medium,USA,29.16,-181.96,87.36,-9.92,4,3.93,8,1099.53,15.97,16713.56,-830.03,0
44.62,10.04,1.83,Low,USA,23.82,-118.62,108.13,-9.22,12,10.23,6,458.76,11.28,16710.94,-541.48,347.84
-30.53,0.6,-5.19,Low,Rest,0,-291.86,144.94,-10.62,10,1.89,10,1349.7,13.34,15261.35,-504.09,1611.64
-12.42,13.42,-21.54,Very low,USA,25.29,-46.8,85.73,-12.3,6,8.43,8,-514.92,23.12,14488.26,-1717.43,0
-24.04,4.32,-14.49,Medium,Europe,100.68,-249.66,76.21,-11.88,12,1.38,2,-124.59,13.34,24087.7,-635.43,0
-26.55,7.14,-10.74,Medium,USA,148.77,-262.88,93.23,-17.48,6,16.11,8,214.41,18.62,19047.83,-565.79,1327.09
18.86,11.72,-16.5,Very low,USA,452.01,-148.94,101.12,-19.26,6,24.36,6,928.92,14.77,12505.27,-688.06,2184.74
-12.13,4.2,-27.12,Very high,Europe,0,-154.36,85.94,-18.06,8,14.58,6,1201.47,11.49,15179.21,-494.97,552.5
-33.83,5.54,0.27,Medium,UK,4.2,-176.76,134.4,-9.94,4,2.67,12,811.68,16.12,10091.79,-574.18,1603.33
-23.79,10.32,-18.84,Low,UK,0,-147.54,123.59,-9.74,12,13.68,4,401.34,14.28,14445.36,-966.2,411.2
74.19,8.7,-5.37,Very low,UK,3.15,-177.56,71.69,-10.42,14,31.47,8,-113.37,17.79,12935.87,-1073.85,0
-53.94,3.86,-10.95,High,Rest,0.03,-175.64,52.7,-7.2,8,21,4,-447.33,13.93,18773.92,-880.37,0
-12.26,3.7,-18.81,Low,Europe,0.81,-195.42,122.52,-16.72,6,10.47,8,-25.29,8.08,20143.41,-1342.73,7.3
32.99,2.02,-11.46,Low,USA,6.51,-275.64,82.09,-22.42,6,9.51,10,-624.21,15.77,15488.79,-405.94,0
-10.41,7.94,-14.73,Low,USA,5.61,-134.56,110.07,-17.72,16,13.95,4,-13.08,9.73,18628.97,-906.72,0
28.1,25.88,-6,High,Europe,0.54,-211.3,107.65,-9.34,6,20.1,12,-1313.73,10.25,26788.38,-54.52,2131.02
-28.46,13.24,0.69,Medium,USA,0.21,-143.64,137.64,-17.2,10,5.67,8,402.81,19.8,19487.54,-861.59,1870.88
-13.58,9.1,-17.97,Very low,USA,324.93,-181.08,73.55,-16.98,10,5.52,8,1045.02,11.27,6812.91,-999.94,0
-40.28,6.2,-7.92,Medium,USA,0.42,-43.08,85.78,-19.64,2,12.42,2,-337.47,18.61,14259.37,-952.75,0
-11.75,19.36,-15.57,High,UK,2.04,-178.08,113.78,-18,8,5.31,6,1632.54,15.81,21856.05,-498.01,2250.93
-0.58,1.06,8.31,Low,USA,38.43,-123.62,121.84,-6.66,10,25.95,10,576.72,14.13,9897.63,-679.99,1629.55
-58.54,7.48,3.3,Very high,Rest,90.93,-237.86,86.12,-16.96,8,7.65,4,-275.01,11.38,13526.64,-931.62,0
-3.67,3.72,8.88,Very high,Rest,0.06,-227.32,90.12,-24.22,12,11.61,4,265.95,18.07,13477.33,-48.71,764.61
-52.85,5.42,5.61,Very low,Rest,0.03,-283,33.06,-28.32,8,22.56,10,461.34,13.79,15131.83,-648.22,0
-40.99,6.96,0.21,Very high,Rest,394.35,-180.2,81.81,-19.34,6,8.79,4,2207.76,14.63,1058.65,-1267.66,807.66
-32.87,21.6,-18.27,Medium,Europe,0.48,-236.22,46.89,-9.26,2,16.71,12,669.84,10.13,18242.6,-632.07,1186.26
4.31,1.06,-2.58,High,USA,0.36,-379.92,105.49,-20.12,10,4.53,14,-580.71,18.23,14572.99,-1194.23,0
-38.65,2.24,6.39,Low,Europe,3.48,-194.1,33.33,-12.02,4,9.21,4,-233.07,14.24,26129.8,-435.12,0
-57.15,7.66,-0.51,Low,Europe,101.97,-215.04,67.48,-10.84,8,14.88,6,-8.7,16.8,12082.48,-703.11,0
23.06,0.96,-6.24,Very low,Europe,0.03,-314.5,106.98,-9.24,8,12.18,6,211.08,17.68,15411.14,-660.06,0
6.96,8.14,-7.74,Very low,Rest,0,-197.82,42.23,-20.52,8,2.97,8,-641.85,13.48,9722.16,-167.42,0
2.25,12.26,-15.63,Medium,Europe,3.06,-174.06,121.63,-21.32,10,7.35,8,550.26,16.84,19313.99,-682.88,575.19
-30.69,5.72,-10.83,High,Europe,0.09,-187.84,72.3,-18.12,8,7.35,10,-2.1,14.84,19039.28,-1322.22,0
-16.67,1.9,-19.44,Low,Rest,9.63,-231.02,103.64,-10.4,6,30.63,4,535.02,14.35,15410.61,-999.69,801.73
-38.7,15,-10.26,Very low,Europe,0.24,-194.36,108.08,-14.36,16,16.5,6,1836.36,20.3,13795.14,-477.19,659.43
12.13,8.18,-17.49,Low,USA,19.77,-384.42,88.42,-28.82,10,5.49,10,1797.96,11.96,14812.88,-393.03,1332.4
-29.82,2.02,-13.65,Low,Rest,864.42,-175.52,109.31,-9.02,6,9.63,14,1344.9,15.13,32276.51,-694.64,2148.72
-21.68,6.64,8.46,Very low,Rest,87.57,-324.94,59.81,-9.38,4,6,12,1667.22,14.77,21142.57,-393.7,1059.5
4.94,5.42,5.94,Low,Europe,0.03,-194.58,88.43,-20.58,8,21.45,6,330.21,11.54,16526.18,-97.52,494.71
-19.08,4.86,9.99,High,USA,1.05,-168.68,86.64,-17.72,4,17.64,4,500.85,13.36,14491.41,-671.54,1075.23
31.53,17.72,-19.17,Low,USA,12.48,-199.88,101.48,-2.5,10,3,10,1526.13,15.19,20305.35,-812.54,1947.33
-39.88,12.42,-10.23,High,Rest,13.62,-183.98,136.27,-12.7,2,24.84,2,-363.57,13.21,14619.16,-843.29,3616.82
-31.21,4.16,-35.01,Low,Europe,0.57,-225.48,61.43,-21.68,4,18.27,18,-106.95,10.5,15487.17,-728.85,327.45
27.65,4.32,5.22,Low,Europe,0.66,-144.38,127.83,-4.56,8,3.42,4,1171.62,18.66,17980.94,-527.83,261.65
-0.94,15.32,-21.84,Very low,Rest,0.03,-230.08,106.4,-9.28,12,4.56,12,-176.16,15.08,13249.81,-986,196.6
-43.98,7.96,-19.08,Very high,Europe,0.03,-298.26,109.19,-17.4,2,10.23,12,-526.32,8.34,15540.67,-900.25,737.85
-21.55,17.88,3.81,High,USA,0,-218.54,106,-20.36,8,9.93,12,61.2,13.72,9689.54,-641.32,2670.98
23.46,4.02,-3.09,Medium,USA,0.99,-144.66,72.26,-16.7,8,16.71,4,795.03,13.19,10230.9,-485.13,0
